"","X","DBN","School.Name.x","Year.x","Percent_Attendance","Demographic.Category","Demographic.Variable","Percent_Chronically_Absent","School.Name.y","Year.y","Total.Enrollment","Grade.3","X..Female","X..Male","X..Black","X..White","X..Students.with.Disabilities","X..Poverty","Economic.Need.Index","Gen.Ed","ICT","SC.12.1","SC.12.1.1","SC.15.1","SC.6.1.1","SC.8.1.1","borough"
"3732",3732,"19K663","School of the Future Brooklyn","2017-18","s","Poverty","Not Poverty","s","School of the Future Brooklyn","2017-18",201,0,0.483,0.517,0.657,0.015,0.279,0.94,0.949,19,17.7,NA,8,NA,NA,NA,"Brooklyn"
"3733",3733,"19K663","School of the Future Brooklyn","2017-18","87.4","SWD Status","SWD","s","School of the Future Brooklyn","2017-18",201,0,0.483,0.517,0.657,0.015,0.279,0.94,0.949,19,17.7,NA,8,NA,NA,NA,"Brooklyn"
"3734",3734,"19K663","School of the Future Brooklyn","2017-18","s","Ethnicity","White","s","School of the Future Brooklyn","2017-18",201,0,0.483,0.517,0.657,0.015,0.279,0.94,0.949,19,17.7,NA,8,NA,NA,NA,"Brooklyn"
"3735",3735,"19K663","School of the Future Brooklyn","2017-18","s","ELL Status","Not ELL","s","School of the Future Brooklyn","2017-18",201,0,0.483,0.517,0.657,0.015,0.279,0.94,0.949,19,17.7,NA,8,NA,NA,NA,"Brooklyn"
"3736",3736,"19K663","School of the Future Brooklyn","2017-18","89.7","All Students","All Students","38.8","School of the Future Brooklyn","2017-18",201,0,0.483,0.517,0.657,0.015,0.279,0.94,0.949,19,17.7,NA,8,NA,NA,NA,"Brooklyn"
"3737",3737,"19K663","School of the Future Brooklyn","2017-18","88.8","Ethnicity","Hispanic","48.0","School of the Future Brooklyn","2017-18",201,0,0.483,0.517,0.657,0.015,0.279,0.94,0.949,19,17.7,NA,8,NA,NA,NA,"Brooklyn"
"3738",3738,"19K663","School of the Future Brooklyn","2017-18","s","ELL Status","ELL","s","School of the Future Brooklyn","2017-18",201,0,0.483,0.517,0.657,0.015,0.279,0.94,0.949,19,17.7,NA,8,NA,NA,NA,"Brooklyn"
"3739",3739,"19K678","East New York Middle School of Excellence","2017-18","s","Ethnicity","Asian","s","East New York Middle School of Excellence","2017-18",253,0,0.51,0.49,0.577,0.02,0.277,0.905,0.902,27,28,NA,12,NA,NA,NA,"Brooklyn"
"3740",3740,"19K678","East New York Middle School of Excellence","2017-18","89.8","Gender","Male","35.3","East New York Middle School of Excellence","2017-18",253,0,0.51,0.49,0.577,0.02,0.277,0.905,0.902,27,28,NA,12,NA,NA,NA,"Brooklyn"
"3741",3741,"19K678","East New York Middle School of Excellence","2017-18","91.4","Gender","Female","42.0","East New York Middle School of Excellence","2017-18",253,0,0.51,0.49,0.577,0.02,0.277,0.905,0.902,27,28,NA,12,NA,NA,NA,"Brooklyn"
"3742",3742,"19K678","East New York Middle School of Excellence","2017-18","90.8","All Students","All Students","39.3","East New York Middle School of Excellence","2017-18",253,0,0.51,0.49,0.577,0.02,0.277,0.905,0.902,27,28,NA,12,NA,NA,NA,"Brooklyn"
"3743",3743,"19K678","East New York Middle School of Excellence","2017-18","91.3","SWD Status","Not SWD","35.5","East New York Middle School of Excellence","2017-18",253,0,0.51,0.49,0.577,0.02,0.277,0.905,0.902,27,28,NA,12,NA,NA,NA,"Brooklyn"
"3744",3744,"19K678","East New York Middle School of Excellence","2017-18","89.3","SWD Status","SWD","50.0","East New York Middle School of Excellence","2017-18",253,0,0.51,0.49,0.577,0.02,0.277,0.905,0.902,27,28,NA,12,NA,NA,NA,"Brooklyn"
"3745",3745,"19K678","East New York Middle School of Excellence","2017-18","90.8","Ethnicity","Black","36.7","East New York Middle School of Excellence","2017-18",253,0,0.51,0.49,0.577,0.02,0.277,0.905,0.902,27,28,NA,12,NA,NA,NA,"Brooklyn"
"3746",3746,"19K678","East New York Middle School of Excellence","2017-18","94.8","ELL Status","ELL","22.2","East New York Middle School of Excellence","2017-18",253,0,0.51,0.49,0.577,0.02,0.277,0.905,0.902,27,28,NA,12,NA,NA,NA,"Brooklyn"
"3747",3747,"19K678","East New York Middle School of Excellence","2017-18","90.5","Ethnicity","Hispanic","42.4","East New York Middle School of Excellence","2017-18",253,0,0.51,0.49,0.577,0.02,0.277,0.905,0.902,27,28,NA,12,NA,NA,NA,"Brooklyn"
"3748",3748,"19K678","East New York Middle School of Excellence","2017-18","s","Ethnicity","White","s","East New York Middle School of Excellence","2017-18",253,0,0.51,0.49,0.577,0.02,0.277,0.905,0.902,27,28,NA,12,NA,NA,NA,"Brooklyn"
"3749",3749,"19K678","East New York Middle School of Excellence","2017-18","90.3","ELL Status","Not ELL","41.3","East New York Middle School of Excellence","2017-18",253,0,0.51,0.49,0.577,0.02,0.277,0.905,0.902,27,28,NA,12,NA,NA,NA,"Brooklyn"
"3750",3750,"19K678","East New York Middle School of Excellence","2017-18","95.7","Poverty","Not Poverty","14.3","East New York Middle School of Excellence","2017-18",253,0,0.51,0.49,0.577,0.02,0.277,0.905,0.902,27,28,NA,12,NA,NA,NA,"Brooklyn"
"3751",3751,"19K678","East New York Middle School of Excellence","2017-18","90.4","Poverty","Poverty","41.6","East New York Middle School of Excellence","2017-18",253,0,0.51,0.49,0.577,0.02,0.277,0.905,0.902,27,28,NA,12,NA,NA,NA,"Brooklyn"
"3752",3752,"19K760","Highland Park Community School","2017-18","s","ELL Status","ELL","s","Highland Park Community School","2017-18",319,0,0.464,0.536,0.169,0.009,0.188,0.937,0.849,28,28,6,8,NA,NA,NA,"Brooklyn"
"3753",3753,"19K760","Highland Park Community School","2017-18","s","Ethnicity","Asian","s","Highland Park Community School","2017-18",319,0,0.464,0.536,0.169,0.009,0.188,0.937,0.849,28,28,6,8,NA,NA,NA,"Brooklyn"
"3754",3754,"19K760","Highland Park Community School","2017-18","s","Gender","Male","s","Highland Park Community School","2017-18",319,0,0.464,0.536,0.169,0.009,0.188,0.937,0.849,28,28,6,8,NA,NA,NA,"Brooklyn"
"3755",3755,"19K760","Highland Park Community School","2017-18","88.5","All Students","All Students","35.3","Highland Park Community School","2017-18",319,0,0.464,0.536,0.169,0.009,0.188,0.937,0.849,28,28,6,8,NA,NA,NA,"Brooklyn"
"3756",3756,"19K760","Highland Park Community School","2017-18","s","Gender","Female","s","Highland Park Community School","2017-18",319,0,0.464,0.536,0.169,0.009,0.188,0.937,0.849,28,28,6,8,NA,NA,NA,"Brooklyn"
"3757",3757,"19K760","Highland Park Community School","2017-18","88.3","Poverty","Poverty","s","Highland Park Community School","2017-18",319,0,0.464,0.536,0.169,0.009,0.188,0.937,0.849,28,28,6,8,NA,NA,NA,"Brooklyn"
"3758",3758,"19K760","Highland Park Community School","2017-18","s","SWD Status","Not SWD","s","Highland Park Community School","2017-18",319,0,0.464,0.536,0.169,0.009,0.188,0.937,0.849,28,28,6,8,NA,NA,NA,"Brooklyn"
"3759",3759,"19K760","Highland Park Community School","2017-18","86.3","SWD Status","SWD","s","Highland Park Community School","2017-18",319,0,0.464,0.536,0.169,0.009,0.188,0.937,0.849,28,28,6,8,NA,NA,NA,"Brooklyn"
"3760",3760,"19K760","Highland Park Community School","2017-18","89.7","Ethnicity","Black","36.4","Highland Park Community School","2017-18",319,0,0.464,0.536,0.169,0.009,0.188,0.937,0.849,28,28,6,8,NA,NA,NA,"Brooklyn"
"3761",3761,"19K760","Highland Park Community School","2017-18","s","Ethnicity","Other","s","Highland Park Community School","2017-18",319,0,0.464,0.536,0.169,0.009,0.188,0.937,0.849,28,28,6,8,NA,NA,NA,"Brooklyn"
"3762",3762,"19K760","Highland Park Community School","2017-18","s","Poverty","Not Poverty","s","Highland Park Community School","2017-18",319,0,0.464,0.536,0.169,0.009,0.188,0.937,0.849,28,28,6,8,NA,NA,NA,"Brooklyn"
"3763",3763,"19K760","Highland Park Community School","2017-18","s","ELL Status","Not ELL","s","Highland Park Community School","2017-18",319,0,0.464,0.536,0.169,0.009,0.188,0.937,0.849,28,28,6,8,NA,NA,NA,"Brooklyn"
"3764",3764,"19K760","Highland Park Community School","2017-18","88.2","Ethnicity","Hispanic","34.1","Highland Park Community School","2017-18",319,0,0.464,0.536,0.169,0.009,0.188,0.937,0.849,28,28,6,8,NA,NA,NA,"Brooklyn"
"3765",3765,"20K030","P.S./I.S. 30 Mary White Ovington","2017-18","95.3","All Students","All Students","12.7","P.S./I.S. 30 Mary White Ovington","2017-18",911,110,0.463,0.537,0.015,0.438,0.203,0.806,0.761,32,30,NA,10,NA,NA,NA,"Brooklyn"
"3766",3766,"20K030","P.S./I.S. 30 Mary White Ovington","2017-18","95.0","Ethnicity","White","14.0","P.S./I.S. 30 Mary White Ovington","2017-18",911,110,0.463,0.537,0.015,0.438,0.203,0.806,0.761,32,30,NA,10,NA,NA,NA,"Brooklyn"
"3767",3767,"20K030","P.S./I.S. 30 Mary White Ovington","2017-18","95.4","Gender","Female","12.5","P.S./I.S. 30 Mary White Ovington","2017-18",911,110,0.463,0.537,0.015,0.438,0.203,0.806,0.761,32,30,NA,10,NA,NA,NA,"Brooklyn"
"3768",3768,"20K030","P.S./I.S. 30 Mary White Ovington","2017-18","94.8","Poverty","Not Poverty","14.7","P.S./I.S. 30 Mary White Ovington","2017-18",911,110,0.463,0.537,0.015,0.438,0.203,0.806,0.761,32,30,NA,10,NA,NA,NA,"Brooklyn"
"3769",3769,"20K030","P.S./I.S. 30 Mary White Ovington","2017-18","s","Ethnicity","Other","s","P.S./I.S. 30 Mary White Ovington","2017-18",911,110,0.463,0.537,0.015,0.438,0.203,0.806,0.761,32,30,NA,10,NA,NA,NA,"Brooklyn"
"3770",3770,"20K030","P.S./I.S. 30 Mary White Ovington","2017-18","95.4","Poverty","Poverty","12.0","P.S./I.S. 30 Mary White Ovington","2017-18",911,110,0.463,0.537,0.015,0.438,0.203,0.806,0.761,32,30,NA,10,NA,NA,NA,"Brooklyn"
"3771",3771,"20K030","P.S./I.S. 30 Mary White Ovington","2017-18","95.1","Gender","Male","12.9","P.S./I.S. 30 Mary White Ovington","2017-18",911,110,0.463,0.537,0.015,0.438,0.203,0.806,0.761,32,30,NA,10,NA,NA,NA,"Brooklyn"
"3772",3772,"20K030","P.S./I.S. 30 Mary White Ovington","2017-18","94.8","Ethnicity","Hispanic","13.3","P.S./I.S. 30 Mary White Ovington","2017-18",911,110,0.463,0.537,0.015,0.438,0.203,0.806,0.761,32,30,NA,10,NA,NA,NA,"Brooklyn"
"3773",3773,"20K030","P.S./I.S. 30 Mary White Ovington","2017-18","97.4","Ethnicity","Asian","9.5","P.S./I.S. 30 Mary White Ovington","2017-18",911,110,0.463,0.537,0.015,0.438,0.203,0.806,0.761,32,30,NA,10,NA,NA,NA,"Brooklyn"
"3774",3774,"20K030","P.S./I.S. 30 Mary White Ovington","2017-18","s","Ethnicity","Black","s","P.S./I.S. 30 Mary White Ovington","2017-18",911,110,0.463,0.537,0.015,0.438,0.203,0.806,0.761,32,30,NA,10,NA,NA,NA,"Brooklyn"
"3775",3775,"20K030","P.S./I.S. 30 Mary White Ovington","2017-18","93.4","SWD Status","SWD","19.0","P.S./I.S. 30 Mary White Ovington","2017-18",911,110,0.463,0.537,0.015,0.438,0.203,0.806,0.761,32,30,NA,10,NA,NA,NA,"Brooklyn"
"3776",3776,"20K030","P.S./I.S. 30 Mary White Ovington","2017-18","95.2","ELL Status","Not ELL","13.5","P.S./I.S. 30 Mary White Ovington","2017-18",911,110,0.463,0.537,0.015,0.438,0.203,0.806,0.761,32,30,NA,10,NA,NA,NA,"Brooklyn"
"3777",3777,"20K030","P.S./I.S. 30 Mary White Ovington","2017-18","95.6","SWD Status","Not SWD","11.4","P.S./I.S. 30 Mary White Ovington","2017-18",911,110,0.463,0.537,0.015,0.438,0.203,0.806,0.761,32,30,NA,10,NA,NA,NA,"Brooklyn"
"3778",3778,"20K030","P.S./I.S. 30 Mary White Ovington","2017-18","95.5","ELL Status","ELL","6.7","P.S./I.S. 30 Mary White Ovington","2017-18",911,110,0.463,0.537,0.015,0.438,0.203,0.806,0.761,32,30,NA,10,NA,NA,NA,"Brooklyn"
"3779",3779,"20K062","J.H.S. 062 Ditmas","2017-18","93.5","Ethnicity","Hispanic","18.2","J.H.S. 062 Ditmas","2017-18",1204,0,0.484,0.516,0.198,0.136,0.18,0.888,0.838,27.3,27.7,8,10.7,NA,NA,NA,"Brooklyn"
"3780",3780,"20K062","J.H.S. 062 Ditmas","2017-18","94.5","ELL Status","Not ELL","14.1","J.H.S. 062 Ditmas","2017-18",1204,0,0.484,0.516,0.198,0.136,0.18,0.888,0.838,27.3,27.7,8,10.7,NA,NA,NA,"Brooklyn"
"3781",3781,"20K062","J.H.S. 062 Ditmas","2017-18","92.1","Poverty","Not Poverty","18.3","J.H.S. 062 Ditmas","2017-18",1204,0,0.484,0.516,0.198,0.136,0.18,0.888,0.838,27.3,27.7,8,10.7,NA,NA,NA,"Brooklyn"
"3782",3782,"20K062","J.H.S. 062 Ditmas","2017-18","94.3","Gender","Male","15.8","J.H.S. 062 Ditmas","2017-18",1204,0,0.484,0.516,0.198,0.136,0.18,0.888,0.838,27.3,27.7,8,10.7,NA,NA,NA,"Brooklyn"
"3783",3783,"20K062","J.H.S. 062 Ditmas","2017-18","94.7","SWD Status","Not SWD","14.5","J.H.S. 062 Ditmas","2017-18",1204,0,0.484,0.516,0.198,0.136,0.18,0.888,0.838,27.3,27.7,8,10.7,NA,NA,NA,"Brooklyn"
"3784",3784,"20K062","J.H.S. 062 Ditmas","2017-18","s","Ethnicity","White","s","J.H.S. 062 Ditmas","2017-18",1204,0,0.484,0.516,0.198,0.136,0.18,0.888,0.838,27.3,27.7,8,10.7,NA,NA,NA,"Brooklyn"
"3785",3785,"20K062","J.H.S. 062 Ditmas","2017-18","94.7","Poverty","Poverty","14.4","J.H.S. 062 Ditmas","2017-18",1204,0,0.484,0.516,0.198,0.136,0.18,0.888,0.838,27.3,27.7,8,10.7,NA,NA,NA,"Brooklyn"
"3786",3786,"20K062","J.H.S. 062 Ditmas","2017-18","93.5","ELL Status","ELL","17.9","J.H.S. 062 Ditmas","2017-18",1204,0,0.484,0.516,0.198,0.136,0.18,0.888,0.838,27.3,27.7,8,10.7,NA,NA,NA,"Brooklyn"
"3787",3787,"20K062","J.H.S. 062 Ditmas","2017-18","95.1","Ethnicity","Asian","10.4","J.H.S. 062 Ditmas","2017-18",1204,0,0.484,0.516,0.198,0.136,0.18,0.888,0.838,27.3,27.7,8,10.7,NA,NA,NA,"Brooklyn"
"3788",3788,"20K062","J.H.S. 062 Ditmas","2017-18","94.3","All Students","All Students","15.0","J.H.S. 062 Ditmas","2017-18",1204,0,0.484,0.516,0.198,0.136,0.18,0.888,0.838,27.3,27.7,8,10.7,NA,NA,NA,"Brooklyn"
"3789",3789,"20K062","J.H.S. 062 Ditmas","2017-18","91.9","SWD Status","SWD","17.7","J.H.S. 062 Ditmas","2017-18",1204,0,0.484,0.516,0.198,0.136,0.18,0.888,0.838,27.3,27.7,8,10.7,NA,NA,NA,"Brooklyn"
"3790",3790,"20K062","J.H.S. 062 Ditmas","2017-18","95.1","Ethnicity","Black","14.4","J.H.S. 062 Ditmas","2017-18",1204,0,0.484,0.516,0.198,0.136,0.18,0.888,0.838,27.3,27.7,8,10.7,NA,NA,NA,"Brooklyn"
"3791",3791,"20K062","J.H.S. 062 Ditmas","2017-18","94.3","Gender","Female","14.2","J.H.S. 062 Ditmas","2017-18",1204,0,0.484,0.516,0.198,0.136,0.18,0.888,0.838,27.3,27.7,8,10.7,NA,NA,NA,"Brooklyn"
"3792",3792,"20K062","J.H.S. 062 Ditmas","2017-18","s","Ethnicity","Other","s","J.H.S. 062 Ditmas","2017-18",1204,0,0.484,0.516,0.198,0.136,0.18,0.888,0.838,27.3,27.7,8,10.7,NA,NA,NA,"Brooklyn"
"3793",3793,"20K104","P.S./I.S. 104 The Fort Hamilton School","2017-18","93.4","Gender","Female","19.5","P.S./I.S. 104 The Fort Hamilton School","2017-18",1265,123,0.457,0.543,0.043,0.462,0.15,0.644,0.55,31,30,8.8,NA,NA,NA,NA,"Brooklyn"
"3794",3794,"20K104","P.S./I.S. 104 The Fort Hamilton School","2017-18","93.6","ELL Status","Not ELL","19.6","P.S./I.S. 104 The Fort Hamilton School","2017-18",1265,123,0.457,0.543,0.043,0.462,0.15,0.644,0.55,31,30,8.8,NA,NA,NA,NA,"Brooklyn"
"3795",3795,"20K104","P.S./I.S. 104 The Fort Hamilton School","2017-18","93.7","All Students","All Students","18.6","P.S./I.S. 104 The Fort Hamilton School","2017-18",1265,123,0.457,0.543,0.043,0.462,0.15,0.644,0.55,31,30,8.8,NA,NA,NA,NA,"Brooklyn"
"3796",3796,"20K104","P.S./I.S. 104 The Fort Hamilton School","2017-18","93.3","Poverty","Not Poverty","13.5","P.S./I.S. 104 The Fort Hamilton School","2017-18",1265,123,0.457,0.543,0.043,0.462,0.15,0.644,0.55,31,30,8.8,NA,NA,NA,NA,"Brooklyn"
"3797",3797,"20K104","P.S./I.S. 104 The Fort Hamilton School","2017-18","93.0","Ethnicity","White","18.8","P.S./I.S. 104 The Fort Hamilton School","2017-18",1265,123,0.457,0.543,0.043,0.462,0.15,0.644,0.55,31,30,8.8,NA,NA,NA,NA,"Brooklyn"
"3798",3798,"20K104","P.S./I.S. 104 The Fort Hamilton School","2017-18","92.8","Ethnicity","Hispanic","27.5","P.S./I.S. 104 The Fort Hamilton School","2017-18",1265,123,0.457,0.543,0.043,0.462,0.15,0.644,0.55,31,30,8.8,NA,NA,NA,NA,"Brooklyn"
"3799",3799,"20K104","P.S./I.S. 104 The Fort Hamilton School","2017-18","92.4","SWD Status","SWD","20.0","P.S./I.S. 104 The Fort Hamilton School","2017-18",1265,123,0.457,0.543,0.043,0.462,0.15,0.644,0.55,31,30,8.8,NA,NA,NA,NA,"Brooklyn"
"3800",3800,"20K104","P.S./I.S. 104 The Fort Hamilton School","2017-18","94.0","Gender","Male","17.6","P.S./I.S. 104 The Fort Hamilton School","2017-18",1265,123,0.457,0.543,0.043,0.462,0.15,0.644,0.55,31,30,8.8,NA,NA,NA,NA,"Brooklyn"
"3801",3801,"20K104","P.S./I.S. 104 The Fort Hamilton School","2017-18","s","Ethnicity","Black","s","P.S./I.S. 104 The Fort Hamilton School","2017-18",1265,123,0.457,0.543,0.043,0.462,0.15,0.644,0.55,31,30,8.8,NA,NA,NA,NA,"Brooklyn"
"3802",3802,"20K104","P.S./I.S. 104 The Fort Hamilton School","2017-18","96.9","Ethnicity","Asian","6.7","P.S./I.S. 104 The Fort Hamilton School","2017-18",1265,123,0.457,0.543,0.043,0.462,0.15,0.644,0.55,31,30,8.8,NA,NA,NA,NA,"Brooklyn"
"3803",3803,"20K104","P.S./I.S. 104 The Fort Hamilton School","2017-18","93.9","Poverty","Poverty","20.8","P.S./I.S. 104 The Fort Hamilton School","2017-18",1265,123,0.457,0.543,0.043,0.462,0.15,0.644,0.55,31,30,8.8,NA,NA,NA,NA,"Brooklyn"
"3804",3804,"20K104","P.S./I.S. 104 The Fort Hamilton School","2017-18","94.7","ELL Status","ELL","10.5","P.S./I.S. 104 The Fort Hamilton School","2017-18",1265,123,0.457,0.543,0.043,0.462,0.15,0.644,0.55,31,30,8.8,NA,NA,NA,NA,"Brooklyn"
"3805",3805,"20K104","P.S./I.S. 104 The Fort Hamilton School","2017-18","94.0","SWD Status","Not SWD","18.4","P.S./I.S. 104 The Fort Hamilton School","2017-18",1265,123,0.457,0.543,0.043,0.462,0.15,0.644,0.55,31,30,8.8,NA,NA,NA,NA,"Brooklyn"
"3806",3806,"20K104","P.S./I.S. 104 The Fort Hamilton School","2017-18","s","Ethnicity","Other","s","P.S./I.S. 104 The Fort Hamilton School","2017-18",1265,123,0.457,0.543,0.043,0.462,0.15,0.644,0.55,31,30,8.8,NA,NA,NA,NA,"Brooklyn"
"3807",3807,"20K163","P.S. 163 Bath Beach","2017-18","93.9","Poverty","Poverty","14.3","P.S. 163 Bath Beach","2017-18",633,60,0.488,0.512,0.013,0.324,0.193,0.812,0.761,20.3,NA,NA,9.6,NA,NA,NA,"Brooklyn"
"3808",3808,"20K163","P.S. 163 Bath Beach","2017-18","93.7","Gender","Male","13.0","P.S. 163 Bath Beach","2017-18",633,60,0.488,0.512,0.013,0.324,0.193,0.812,0.761,20.3,NA,NA,9.6,NA,NA,NA,"Brooklyn"
"3809",3809,"20K163","P.S. 163 Bath Beach","2017-18","94.2","SWD Status","Not SWD","14.3","P.S. 163 Bath Beach","2017-18",633,60,0.488,0.512,0.013,0.324,0.193,0.812,0.761,20.3,NA,NA,9.6,NA,NA,NA,"Brooklyn"
"3810",3810,"20K163","P.S. 163 Bath Beach","2017-18","93.9","ELL Status","Not ELL","15.4","P.S. 163 Bath Beach","2017-18",633,60,0.488,0.512,0.013,0.324,0.193,0.812,0.761,20.3,NA,NA,9.6,NA,NA,NA,"Brooklyn"
"3811",3811,"20K163","P.S. 163 Bath Beach","2017-18","95.8","SWD Status","SWD","7.7","P.S. 163 Bath Beach","2017-18",633,60,0.488,0.512,0.013,0.324,0.193,0.812,0.761,20.3,NA,NA,9.6,NA,NA,NA,"Brooklyn"
"3812",3812,"20K163","P.S. 163 Bath Beach","2017-18","93.4","Ethnicity","Hispanic","20.0","P.S. 163 Bath Beach","2017-18",633,60,0.488,0.512,0.013,0.324,0.193,0.812,0.761,20.3,NA,NA,9.6,NA,NA,NA,"Brooklyn"
"3813",3813,"20K163","P.S. 163 Bath Beach","2017-18","94.4","All Students","All Students","13.3","P.S. 163 Bath Beach","2017-18",633,60,0.488,0.512,0.013,0.324,0.193,0.812,0.761,20.3,NA,NA,9.6,NA,NA,NA,"Brooklyn"
"3814",3814,"20K163","P.S. 163 Bath Beach","2017-18","95.7","Ethnicity","Asian","3.0","P.S. 163 Bath Beach","2017-18",633,60,0.488,0.512,0.013,0.324,0.193,0.812,0.761,20.3,NA,NA,9.6,NA,NA,NA,"Brooklyn"
"3815",3815,"20K163","P.S. 163 Bath Beach","2017-18","s","Ethnicity","White","s","P.S. 163 Bath Beach","2017-18",633,60,0.488,0.512,0.013,0.324,0.193,0.812,0.761,20.3,NA,NA,9.6,NA,NA,NA,"Brooklyn"
"3816",3816,"20K163","P.S. 163 Bath Beach","2017-18","96.2","Poverty","Not Poverty","10.0","P.S. 163 Bath Beach","2017-18",633,60,0.488,0.512,0.013,0.324,0.193,0.812,0.761,20.3,NA,NA,9.6,NA,NA,NA,"Brooklyn"
"3817",3817,"20K163","P.S. 163 Bath Beach","2017-18","95.2","Gender","Female","13.6","P.S. 163 Bath Beach","2017-18",633,60,0.488,0.512,0.013,0.324,0.193,0.812,0.761,20.3,NA,NA,9.6,NA,NA,NA,"Brooklyn"
"3818",3818,"20K163","P.S. 163 Bath Beach","2017-18","97.4","ELL Status","ELL","0.0","P.S. 163 Bath Beach","2017-18",633,60,0.488,0.512,0.013,0.324,0.193,0.812,0.761,20.3,NA,NA,9.6,NA,NA,NA,"Brooklyn"
"3819",3819,"20K163","P.S. 163 Bath Beach","2017-18","s","Ethnicity","Black","s","P.S. 163 Bath Beach","2017-18",633,60,0.488,0.512,0.013,0.324,0.193,0.812,0.761,20.3,NA,NA,9.6,NA,NA,NA,"Brooklyn"
"3820",3820,"20K180","The SEEALL Academy","2017-18","97.2","All Students","All Students","6.3","The SEEALL Academy","2017-18",1136,108,0.465,0.535,0.008,0.25,0.158,0.884,0.847,25,27,NA,10.3,NA,NA,NA,"Brooklyn"
"3821",3821,"20K180","The SEEALL Academy","2017-18","97.5","SWD Status","Not SWD","6.3","The SEEALL Academy","2017-18",1136,108,0.465,0.535,0.008,0.25,0.158,0.884,0.847,25,27,NA,10.3,NA,NA,NA,"Brooklyn"
"3822",3822,"20K180","The SEEALL Academy","2017-18","s","Ethnicity","Other","s","The SEEALL Academy","2017-18",1136,108,0.465,0.535,0.008,0.25,0.158,0.884,0.847,25,27,NA,10.3,NA,NA,NA,"Brooklyn"
"3823",3823,"20K180","The SEEALL Academy","2017-18","96.4","Poverty","Not Poverty","10.3","The SEEALL Academy","2017-18",1136,108,0.465,0.535,0.008,0.25,0.158,0.884,0.847,25,27,NA,10.3,NA,NA,NA,"Brooklyn"
"3824",3824,"20K180","The SEEALL Academy","2017-18","s","ELL Status","Not ELL","s","The SEEALL Academy","2017-18",1136,108,0.465,0.535,0.008,0.25,0.158,0.884,0.847,25,27,NA,10.3,NA,NA,NA,"Brooklyn"
"3825",3825,"20K180","The SEEALL Academy","2017-18","97.4","Poverty","Poverty","5.5","The SEEALL Academy","2017-18",1136,108,0.465,0.535,0.008,0.25,0.158,0.884,0.847,25,27,NA,10.3,NA,NA,NA,"Brooklyn"
"3826",3826,"20K180","The SEEALL Academy","2017-18","97.1","Gender","Female","6.6","The SEEALL Academy","2017-18",1136,108,0.465,0.535,0.008,0.25,0.158,0.884,0.847,25,27,NA,10.3,NA,NA,NA,"Brooklyn"
"3827",3827,"20K180","The SEEALL Academy","2017-18","s","Ethnicity","Hispanic","s","The SEEALL Academy","2017-18",1136,108,0.465,0.535,0.008,0.25,0.158,0.884,0.847,25,27,NA,10.3,NA,NA,NA,"Brooklyn"
